# 1. He lumi hou ko ka hale = The new room of the house,,,,,,,
# 26. Ua ʻike ʻo ia e mahalo pū ana ka pēpē hou i kona lumi hou. = And he knew that the new baby would also appreciate the new room.,,,,_,_,,
1,Ua,Ua,AUX,AUX,DET,AH,
2,ʻike,ʻike,VERB,VERB,VERB,,
3,ʻo,ʻo,PART,PART,AUX,AH,
4,ia,ia,PRON,PRON,PRON,,
5,e,e,AUX,AUX,AUX,,
6,mahalo,mahalo,VERB,INTJ,VERB,AH,
7,pū,pū,ADV,PART,DET,AH,
8,ana,ana,AUX,AUX,AUX,,
9,ka,ka,DET,DET,PART,AH,
10,pēpē,pēpē,NOUN,NOUN,NOUN,,
11,hou,hou,ADJ,ADJ,ADJ,,
12,i,i,PART,PART,PART,,
13,kona,kona,DET,DET,ADJ,AH,
14,lumi,lumi,NOUN,NOUN,NOUN,,
15,hou,hou,ADJ,ADJ,ADJ,,
16,.,.,PUNCT,PUNCT,PUNCT,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
,,,_,,,,
